300,1.8044,0.01452
300.8,1.8036,0.01464
301.6,1.8028,0.01476
302.4,1.802,0.01486
303.2,1.8013,0.01496
303.9,1.8005,0.01503
304.7,1.7998,0.01509
305.5,1.7991,0.01513
306.3,1.7984,0.01516
307.1,1.7978,0.01516
307.8,1.7971,0.01516
308.6,1.7965,0.01513
309.4,1.7959,0.0151
310.2,1.7954,0.01505
311,1.7949,0.01499
311.8,1.7945,0.01491
312.5,1.7941,0.01481
313.3,1.7937,0.0147
314.1,1.7934,0.01458
314.9,1.7932,0.01444
315.7,1.7929,0.01428
316.4,1.7927,0.0141
317.2,1.7925,0.01392
318,1.7924,0.01372
318.8,1.7922,0.01352
319.6,1.792,0.01331
320.4,1.7918,0.0131
321.1,1.7916,0.01289
321.9,1.7913,0.01269
322.7,1.7911,0.0125
323.5,1.7908,0.01231
324.3,1.7905,0.01213
325.1,1.7902,0.01197
325.8,1.7898,0.01181
326.6,1.7894,0.01166
327.4,1.789,0.01151
328.2,1.7886,0.01136
329,1.7882,0.0112
329.7,1.7877,0.01104
330.5,1.7872,0.01086
331.3,1.7867,0.01066
332.1,1.7862,0.01043
332.9,1.7857,0.01018
333.7,1.7852,0.0099
334.4,1.7847,0.00959
335.2,1.7841,0.00925
336,1.7836,0.00889
336.8,1.7831,0.00852
337.6,1.7826,0.00813
338.3,1.7821,0.00775
339.1,1.7816,0.00737
339.9,1.7811,0.00701
340.7,1.7806,0.00668
341.5,1.7801,0.00639
342.3,1.7796,0.00614
343,1.7791,0.00594
343.8,1.7786,0.00579
344.6,1.7782,0.00568
345.4,1.7777,0.00561
346.2,1.7773,0.00557
346.9,1.7768,0.00556
347.7,1.7764,0.00556
348.5,1.776,0.00556
349.3,1.7756,0.00557
350.1,1.7752,0.00556
350.9,1.7749,0.00554
351.6,1.7745,0.00549
352.4,1.7741,0.00543
353.2,1.7738,0.00535
354,1.7735,0.00524
354.8,1.7731,0.00512
355.5,1.7728,0.00499
356.3,1.7725,0.00485
357.1,1.7721,0.0047
357.9,1.7718,0.00456
358.7,1.7715,0.00442
359.5,1.7712,0.00428
360.2,1.7708,0.00415
361,1.7705,0.00404
361.8,1.7701,0.00394
362.6,1.7697,0.00384
