378,1.52,3
381,1.52,3
382,1.52,3
383,1.52,3
384,1.52,3
385,1.52,3
386,1.52,3
387,1.52,3
388,1.52,3
389,1.52,3
390,1.52,3
391,1.52,3
392,1.52,3
393,1.52,3
394,1.52,3
395,1.52,3
396,1.52,3
397,1.52,3
398,1.52,3
399,1.52,3
400,1.52,3
401,1.52,3
402,1.52,3
403,1.52,3
404,1.52,3
405,1.52,3
406,1.52,3
407,1.52,3
408,1.52,3
409,1.52,3
410,1.52,3
411,1.52,3
412,1.52,3
413,1.52,3
414,1.52,3
415,1.52,3
416,1.52,3
417,1.52,3
418,1.52,3
419,1.52,3
420,1.52,3
421,1.52,3
422,1.52,3
423,1.52,3
424,1.52,3
425,1.52,3
426,1.52,3
427,1.52,3
428,1.52,3
429,1.52,3
430,1.52,3
431,1.52,3
432,1.52,3
433,1.52,3
434,1.52,3
435,1.52,3
436,1.52,3
437,1.52,3
438,1.52,3
439,1.52,3
440,1.52,3
441,1.52,3
442,1.52,3
443,1.52,3
444,1.52,3
445,1.52,3
446,1.52,3
447,1.52,3
448,1.52,3
449,1.52,3
450,1.52,3
451,1.52,3
452,1.52,3
453,1.52,3
454,1.52,3
455,1.52,3
456,1.52,3
457,1.52,3
458,1.52,3
459,1.52,3
460,1.52,3
461,1.52,3
462,1.52,3
463,1.52,3
464,1.52,3
465,1.52,3
466,1.52,3
467,1.52,3
468,1.52,3
469,1.52,3
470,1.52,3
471,1.52,3
472,1.52,3
473,1.52,3
474,1.52,3
475,1.52,3
476,1.52,3
477,1.52,3
478,1.52,3
479,1.52,3
480,1.52,3
481,1.52,3
482,1.52,3
483,1.52,3
484,1.52,3
485,1.52,3
486,1.52,3
487,1.52,3
488,1.52,3
489,1.52,3
490,1.52,3
491,1.52,3
492,1.52,3
493,1.52,3
494,1.52,3
495,1.52,3
496,1.52,3
497,1.52,3
498,1.52,3
499,1.52,3
500,1.52,3
501,1.52,3
502,1.52,3
503,1.52,3
504,1.52,3
505,1.52,3
506,1.52,3
507,1.52,3
508,1.52,3
509,1.52,3
510,1.52,3
511,1.52,3
512,1.52,3
513,1.52,3
514,1.52,3
515,1.52,3
516,1.52,3
517,1.52,3
518,1.52,3
519,1.52,3
520,1.52,3
521,1.52,3
522,1.52,3
523,1.52,3
524,1.52,3
525,1.52,3
526,1.52,3
527,1.52,3
528,1.52,3
529,1.52,3
530,1.52,3
531,1.52,3
532,1.52,3
533,1.52,3
534,1.52,3
535,1.52,3
536,1.52,3
537,1.52,3
538,1.52,3
539,1.52,3
540,1.52,3
541,1.52,3
542,1.52,3
543,1.52,3
544,1.52,3
545,1.52,3
546,1.52,3
547,1.52,3
548,1.52,3
549,1.52,3
550,1.52,3
551,1.52,3
552,1.52,3
553,1.52,3
554,1.52,3
555,1.52,3
556,1.52,3
557,1.52,3
558,1.52,3
559,1.52,3
560,1.52,3
561,1.52,3
562,1.52,3
563,1.52,3
564,1.52,3
565,1.52,3
566,1.52,3
567,1.52,3
568,1.52,3
569,1.52,3
570,1.52,3
571,1.52,3
572,1.52,3
573,1.52,3
574,1.52,3
575,1.52,3
576,1.52,3
577,1.52,3
578,1.52,3
579,1.52,3
580,1.52,3
581,1.52,3
582,1.52,3
583,1.52,3
584,1.52,3
585,1.52,3
586,1.52,3
587,1.52,3
588,1.52,3
589,1.52,3
590,1.52,3
591,1.52,3
592,1.52,3
593,1.52,3
594,1.52,3
595,1.52,3
596,1.52,3
597,1.52,3
598,1.52,3
599,1.52,3
600,1.52,3
601,1.52,3
602,1.52,3
603,1.52,3
604,1.52,3
605,1.52,3
606,1.52,3
607,1.52,3
608,1.52,3
609,1.52,3
610,1.52,3
611,1.52,3
612,1.52,3
613,1.52,3
614,1.52,3
615,1.52,3
616,1.52,3
617,1.52,3
618,1.52,3
619,1.52,3
620,1.52,3
621,1.52,3
622,1.52,3
623,1.52,3
624,1.52,3
625,1.52,3
626,1.52,3
627,1.52,3
628,1.52,3
629,1.52,3
630,1.52,3
631,1.52,3
632,1.52,3
633,1.52,3
634,1.52,3
635,1.52,3
636,1.52,3
637,1.52,3
638,1.52,3
639,1.52,3
640,1.52,3
641,1.52,3
642,1.52,3
643,1.52,3
644,1.52,3
645,1.52,3
646,1.52,3
647,1.52,3
648,1.52,3
649,1.52,3
650,1.52,3
651,1.52,3
652,1.52,3
653,1.52,3
654,1.52,3
655,1.52,3
656,1.52,3
657,1.52,3
658,1.52,3
659,1.52,3
660,1.52,3
661,1.52,3
662,1.52,3
663,1.52,3
664,1.52,3
665,1.52,3
666,1.52,3
667,1.52,3
668,1.52,3
669,1.52,3
670,1.52,3
671,1.52,3
672,1.52,3
673,1.52,3
674,1.52,3
675,1.52,3
676,1.52,3
677,1.52,3
678,1.52,3
679,1.52,3
680,1.52,3
681,1.52,3
682,1.52,3
683,1.52,3
684,1.52,3
685,1.52,3
686,1.52,3
687,1.52,3
688,1.52,3
689,1.52,3
690,1.52,3
691,1.52,3
692,1.52,3
693,1.52,3
694,1.52,3
695,1.52,3
696,1.52,3
697,1.52,3
698,1.52,3
699,1.52,3
